dictionary,hiragana,meaning,type,transitivity,te,past,negative,negativePast,polite,potential,passive,causative,causativePassive,conditional,imperative,volitional,prohibitive,lesson
為さる,なさる,する的尊他语,五段动词,他动词,為さって,為さった,為さらない,為さらなかった,為さいます,-,-,-,-,為されば,為され,為さろう,為さるな,147
下さる,くださる,くれる的尊他语,五段动词,他动词,下さって,下さった,下さらない,下さらなかった,下さいます,-,-,-,-,下されば,下され,下さろう,下さるな,147
チェックインする,チェックインする,办理入住手续,不规则动词,自他动词,チェックインして,チェックインした,チェックインしない,チェックインしなかった,チェックインします,チェックインできる,チェックインされる,チェックインさせる,チェックインさせられる,チェックインすれば,チェックインしろ,チェックインしよう,チェックインするな,147
直行する,ちょっこうする,直行,不规则动词,自动词,直行して,直行した,直行しない,直行しなかった,直行します,直行できる,直行される,直行させる,直行させられる,直行すれば,直行しろ,直行しよう,直行するな,147
伺う,うかがう,聞く、訪ねる的自谦语,五段动词,他动词,伺って,伺った,伺わない,伺わなかった,伺います,伺える,-,-,-,伺えば,-,伺おう,伺うな,148
致す,いたす,する的自谦语,五段动词,他动词,致して,致した,致さない,致さなかった,致します,-,-,-,-,致せば,-,致そう,致すな,148
参る,まいる,行く、来る的自谦语,五段动词,自动词,参って,参った,参らない,参らなかった,参ります,-,-,-,-,参れば,-,参ろう,参るな,148
頂く,いただく,もらう的自谦语,五段动词,他动词,頂いて,頂いた,頂かない,頂かなかった,頂きます,頂ける,-,-,-,頂けば,-,頂こう,頂くな,148
居る,おる,いる的自谦语,五段动词,自动词,居て,居た,居ない,居なかった,居ます,-,-,-,-,居れば,-,居よう,居るな,148
御座る,ござる,ある的自谦语,五段动词,自动词,御座って,御座った,御座らない,御座らなかった,御座います,-,-,-,-,御座れば,御座れ,御座ろう,御座るな,148
差し上げる,さしあげる,あげる的自谦语,一段动词,他动词,差し上げて,差し上げた,差し上げない,差し上げなかった,差し上げます,差し上げられる,差し上げられる,差し上げさせる,差し上げさせられる,差し上げれば,差し上げろ,差し上げよう,差し上げるな,148
存じる,ぞんじる,知っている的自谦语,一段动词,他动词,存じて,存じた,存じない,存じなかった,存じます,存じられる,存じられる,存じさせる,存じさせられる,存じれば,存じろ,存じよう,存じるな,148
進める,すすめる,推进，建议,一段动词,他动词,進めて,進めた,進めない,進めなかった,進めます,進められる,進められる,進めさせる,進めさせられる,進めれば,進めろ,進めよう,進めるな,148
拝見する,はいけんする,見る的自谦语,不规则动词,他动词,拝見して,拝見した,拝見しない,拝見しなかった,拝見します,拝見できる,拝見される,拝見させる,拝見させられる,拝見すれば,拝見しろ,拝見しよう,拝見するな,148
承知する,しょうちする,知道，同意,不规则动词,他动词,承知して,承知した,承知しない,承知しなかった,承知します,承知できる,承知される,承知させる,承知させられる,承知すれば,承知しろ,承知しよう,承知するな,148
期待する,きたいする,期待,不规则动词,他动词,期待して,期待した,期待しない,期待しなかった,期待します,期待できる,期待される,期待させる,期待させられる,期待すれば,期待しろ,期待しよう,期待するな,148
世話する,せわする,照顾，帮助,不规则动词,他动词,世話して,世話した,世話しない,世話しなかった,世話します,世話できる,世話される,世話させる,世話させられる,世話すれば,世話しろ,世話しよう,世話するな,148
助かる,たすかる,得救，获救；省事，有帮助；得便宜,五段动词,自动词,助かって,助かった,助からない,助からなかった,助かります,助かれる,助かられる,助からせる,助からせられる,助かれば,助かれ,助かろう,助かるな,201
付いていく,ついていく,跟随，紧跟着,五段动词,自动词,付いていって,付いていった,付いていかない,付いていかなかった,付いていきます,付いていける,付いていかれる,付いていかせる,付いていかせられる,付いていけば,付いていけ,付いていこう,付いていくな,201
舐める,なめる,舔；尝；轻视；小看,一段动词,他动词,舐めて,舐めた,舐めない,舐めなかった,舐めます,舐められる,舐められる,舐めさせる,舐めさせられる,舐めれば,舐めろ,舐めよう,舐めるな,201
広げる,ひろげる,展开，扩展，扩大,一段动词,他动词,広げて,広げた,広げない,広げなかった,広げます,広げられる,広げられる,広げさせる,広げさせられる,広げれば,広げろ,広げよう,広げるな,201
沸く,わく,沸腾；涌出；激动,五段动词,自动词,沸いて,沸いた,沸かない,沸かなかった,沸きます,沸ける,沸かれる,沸かせる,沸かせられる,沸けば,沸け,沸こう,沸くな,201
沸かす,わかす,煮沸，烧开,五段动词,他动词,沸かして,沸かした,沸かさない,沸かさなかった,沸かします,沸かせる,沸かされる,沸かさせる,沸かさせられる,沸かせば,沸かせ,沸かそう,沸かすな,201
乾かす,かわかす,使干燥，弄干,五段动词,他动词,乾かして,乾かした,乾かさない,乾かさなかった,乾かします,乾かせる,乾かされる,乾かさせる,乾かさせられる,乾かせば,乾かせ,乾かそう,乾かすな,201
延びる,のびる,延长，伸展，增长，发展，推迟,一段动词,自动词,延びて,延びた,延びない,延びなかった,延びます,延びられる,延びられる,延びさせる,延びさせられる,延びれば,延びろ,延びよう,延びるな,201
経営する,けいえいする,经营，管理,不规则动词,他动词,経営して,経営した,経営しない,経営しなかった,経営します,経営できる,経営される,経営させる,経営させられる,経営すれば,経営しろ,経営しよう,経営するな,201
表す,あらわす,表达，表示，表现,五段动词,他动词,表して,表した,表さない,表さなかった,表します,表せる,表される,表させる,表させられる,表せば,表せ,表そう,表すな,201
炒める,いためる,炒，煎,一段动词,他动词,炒めて,炒めた,炒めない,炒めなかった,炒めます,炒められる,炒められる,炒めさせる,炒めさせられる,炒めれば,炒めろ,炒めよう,炒めるな,201
訪れる,おとずれる,访问，拜访；来临，到来,一段动词,自动词,訪れて,訪れた,訪れない,訪れなかった,訪れます,訪れられる,訪れられる,訪れさせる,訪れさせられる,訪れれば,訪れろ / 訪れよ,訪れよう,訪れるな,201
育てる,そだてる,养育，培养，培育,一段动词,他动词,育てて,育てた,育てない,育てなかった,育てます,育てられる,育てられる,育てさせる,育てさせられる,育てれば,育てろ,育てよう,育てるな,201
建設する,けんせつする,建设，建造,不规则动词,他动词,建設して,建設した,建設しない,建設しなかった,建設します,建設できる,建設される,建設させる,建設させられる,建設すれば,建設しろ / 建設せよ,建設しよう,建設するな,201
上る,のぼる,上升，攀登，达到,五段动词,自动词,上って,上った,上らない,上らなかった,上ります,上れる,上られる,上らせる,上らせられる,上れば,上れ,上ろう,上るな,201
下る,くだる,下降，下去；下（命令等）；投降；下（时间）,五段动词,自动词,下って,下った,下らない,下らなかった,下ります,下れる,下られる,下らせる,下らせられる,下れば,下れ,下ろう,下るな,201
溶く,とく,溶解，化开，调开,五段动词,他动词,といて,といた,とかない,とかなかった,ときます,とける,とかれる,とかせる,とかせられる,とけば,とけ,とこう,とくな,201
